name,Mission,Priorite,DSO,BFR,Tresorerie,Creances_clients,Dettes_fournisseurs,Explication,forme_juridique
Client 119,Diagnostic financier approfondi,Haute,34.95528464229773,1270259.0,542016.0,1488401.0,218142.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 119,Optimisation du BFR,Haute,34.95528464229773,1270259.0,542016.0,1488401.0,218142.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 119,Optimisation du recouvrement clients,Haute,34.95528464229773,1270259.0,542016.0,1488401.0,218142.0,DSO élevé et créances clients importantes.,
Client 29,Optimisation de la structure financière,Moyenne,0.0,0.0,10962003.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 87,Accompagnement au pilotage financier,Moyenne,16.240653789780186,2387700.0,69030637.0,4694400.0,2306700.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 87,Optimisation du BFR,Haute,16.240653789780186,2387700.0,69030637.0,4694400.0,2306700.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 3,Accompagnement au pilotage financier,Moyenne,63.316964914862474,-158687654.0,27331893.0,45985562.0,204673216.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 3,Optimisation du recouvrement clients,Haute,63.316964914862474,-158687654.0,27331893.0,45985562.0,204673216.0,DSO élevé et créances clients importantes.,
Client 254,Accompagnement au pilotage financier,Moyenne,31.160425748660796,4370589.0,2850513.0,4024408.0,-346181.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,IND
Client 254,Diagnostic financier approfondi,Haute,31.160425748660796,4370589.0,2850513.0,4024408.0,-346181.0,Plusieurs signaux financiers justifient une analyse approfondie.,IND
Client 254,Optimisation du BFR,Haute,31.160425748660796,4370589.0,2850513.0,4024408.0,-346181.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,IND
Client 254,Optimisation du recouvrement clients,Haute,31.160425748660796,4370589.0,2850513.0,4024408.0,-346181.0,DSO élevé et créances clients importantes.,IND
Client 113,Accompagnement au pilotage financier,Moyenne,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 113,Diagnostic financier approfondi,Haute,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 113,Optimisation du BFR,Haute,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 113,Optimisation du recouvrement clients,Haute,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,DSO élevé et créances clients importantes.,
Client 113,Pilotage de la trésorerie,Haute,106.9331854828915,104308131.0,-3763280.0,124227680.0,19919549.0,Trésorerie faible avec un besoin en fonds de roulement positif.,
Client 185,Diagnostic financier approfondi,Haute,43.53935149843784,1075023.0,158636.0,1675903.0,600880.0,Plusieurs signaux financiers justifient une analyse approfondie.,ASS
Client 185,Optimisation du BFR,Haute,43.53935149843784,1075023.0,158636.0,1675903.0,600880.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,ASS
Client 185,Optimisation du recouvrement clients,Haute,43.53935149843784,1075023.0,158636.0,1675903.0,600880.0,DSO élevé et créances clients importantes.,ASS
Client 50,Optimisation de la structure financière,Moyenne,0.0,-2046195.0,68179961.0,0.0,2046195.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",EURL
Client 138,Accompagnement au pilotage financier,Moyenne,92.76921819861346,6096677.0,7588983.0,59690433.0,53593756.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 138,Diagnostic financier approfondi,Haute,92.76921819861346,6096677.0,7588983.0,59690433.0,53593756.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 138,Optimisation du BFR,Haute,92.76921819861346,6096677.0,7588983.0,59690433.0,53593756.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 138,Optimisation du recouvrement clients,Haute,92.76921819861346,6096677.0,7588983.0,59690433.0,53593756.0,DSO élevé et créances clients importantes.,
Client 43,Diagnostic financier approfondi,Haute,78.70871364495237,2636864.0,-1034125.0,3050086.0,413222.0,Plusieurs signaux financiers justifient une analyse approfondie.,SA
Client 43,Optimisation du BFR,Haute,78.70871364495237,2636864.0,-1034125.0,3050086.0,413222.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SA
Client 43,Optimisation du recouvrement clients,Haute,78.70871364495237,2636864.0,-1034125.0,3050086.0,413222.0,DSO élevé et créances clients importantes.,SA
Client 43,Pilotage de la trésorerie,Haute,78.70871364495237,2636864.0,-1034125.0,3050086.0,413222.0,Trésorerie faible avec un besoin en fonds de roulement positif.,SA
Client 149,Optimisation du recouvrement clients,Haute,40.519158741609,-13925.0,6028573.0,1409636.0,1423561.0,DSO élevé et créances clients importantes.,
Client 28,Accompagnement au pilotage financier,Moyenne,34.63976932304855,1855046.0,169807773.0,5040845.0,3185799.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 28,Diagnostic financier approfondi,Haute,34.63976932304855,1855046.0,169807773.0,5040845.0,3185799.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 28,Optimisation du BFR,Haute,34.63976932304855,1855046.0,169807773.0,5040845.0,3185799.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 28,Optimisation du recouvrement clients,Haute,34.63976932304855,1855046.0,169807773.0,5040845.0,3185799.0,DSO élevé et créances clients importantes.,
Client 166,Diagnostic financier approfondi,Haute,72.2812732502171,3582491.0,2685441.0,3630000.0,47509.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 166,Optimisation du BFR,Haute,72.2812732502171,3582491.0,2685441.0,3630000.0,47509.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 166,Optimisation du recouvrement clients,Haute,72.2812732502171,3582491.0,2685441.0,3630000.0,47509.0,DSO élevé et créances clients importantes.,
Client 244,Optimisation de la structure financière,Moyenne,0.0,0.0,45037358.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",IND
Client 173,Optimisation du BFR,Haute,0.0,2398800.0,7642052.0,0.0,-2398800.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,IND
Client 301,Diagnostic financier approfondi,Haute,107.28936508655856,3115498.0,404209.0,6570421.0,3454923.0,Plusieurs signaux financiers justifient une analyse approfondie.,SCV
Client 301,Optimisation du BFR,Haute,107.28936508655856,3115498.0,404209.0,6570421.0,3454923.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SCV
Client 301,Optimisation du recouvrement clients,Haute,107.28936508655856,3115498.0,404209.0,6570421.0,3454923.0,DSO élevé et créances clients importantes.,SCV
Client 178,Accompagnement au pilotage financier,Moyenne,0.30983569810725126,14217283.0,-1967645.0,57221.0,-14160062.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,SARL
Client 178,Optimisation du BFR,Haute,0.30983569810725126,14217283.0,-1967645.0,57221.0,-14160062.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SARL
Client 178,Pilotage de la trésorerie,Haute,0.30983569810725126,14217283.0,-1967645.0,57221.0,-14160062.0,Trésorerie faible avec un besoin en fonds de roulement positif.,SARL
Client 273,Optimisation de la structure financière,Moyenne,0.0,-31800.0,39549710.0,0.0,31800.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",IND
Client 152,Optimisation du BFR,Haute,-4.157858309243777,1603818.0,-2870542.0,-220002.0,-1823820.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SARL
Client 152,Pilotage de la trésorerie,Haute,-4.157858309243777,1603818.0,-2870542.0,-220002.0,-1823820.0,Trésorerie faible avec un besoin en fonds de roulement positif.,SARL
Client 71,Optimisation du recouvrement clients,Haute,51.06249643833577,-5099555.0,109224.0,3127560.0,8227115.0,DSO élevé et créances clients importantes.,
Client 47,Optimisation de la structure financière,Moyenne,0.0,-591933.0,17828217.0,0.0,591933.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 245,Diagnostic financier approfondi,Haute,691.1955211954921,32385935.0,484099.0,32921815.0,535880.0,Plusieurs signaux financiers justifient une analyse approfondie.,IND
Client 245,Optimisation du BFR,Haute,691.1955211954921,32385935.0,484099.0,32921815.0,535880.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,IND
Client 245,Optimisation du recouvrement clients,Haute,691.1955211954921,32385935.0,484099.0,32921815.0,535880.0,DSO élevé et créances clients importantes.,IND
Client 187,Diagnostic financier approfondi,Haute,174.29471545905255,4700543.0,106334.0,4731263.0,30720.0,Plusieurs signaux financiers justifient une analyse approfondie.,ASS
Client 187,Optimisation du BFR,Haute,174.29471545905255,4700543.0,106334.0,4731263.0,30720.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,ASS
Client 187,Optimisation du recouvrement clients,Haute,174.29471545905255,4700543.0,106334.0,4731263.0,30720.0,DSO élevé et créances clients importantes.,ASS
Client 81,Optimisation du recouvrement clients,Haute,24.42467518042239,-839010.0,107895.0,993439.0,1832449.0,DSO élevé et créances clients importantes.,
Client 171,Accompagnement au pilotage financier,Moyenne,87.85053352008084,7995581.0,4804436.0,14478580.0,6482999.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,DIV
Client 171,Diagnostic financier approfondi,Haute,87.85053352008084,7995581.0,4804436.0,14478580.0,6482999.0,Plusieurs signaux financiers justifient une analyse approfondie.,DIV
Client 171,Optimisation du BFR,Haute,87.85053352008084,7995581.0,4804436.0,14478580.0,6482999.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,DIV
Client 171,Optimisation du recouvrement clients,Haute,87.85053352008084,7995581.0,4804436.0,14478580.0,6482999.0,DSO élevé et créances clients importantes.,DIV
Client 165,Accompagnement au pilotage financier,Moyenne,36.228649000575125,-1578478.0,19506005.0,9330268.0,10908746.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 165,Optimisation du recouvrement clients,Haute,36.228649000575125,-1578478.0,19506005.0,9330268.0,10908746.0,DSO élevé et créances clients importantes.,
Client 125,Accompagnement au pilotage financier,Moyenne,51.631436718692065,7346465.0,15998306.0,14278584.0,6932119.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 125,Diagnostic financier approfondi,Haute,51.631436718692065,7346465.0,15998306.0,14278584.0,6932119.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 125,Optimisation du BFR,Haute,51.631436718692065,7346465.0,15998306.0,14278584.0,6932119.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 125,Optimisation du recouvrement clients,Haute,51.631436718692065,7346465.0,15998306.0,14278584.0,6932119.0,DSO élevé et créances clients importantes.,
Client 239,Accompagnement au pilotage financier,Moyenne,57.3581138539761,1949556.0,2703322.0,7037088.0,5087532.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,IND
Client 239,Diagnostic financier approfondi,Haute,57.3581138539761,1949556.0,2703322.0,7037088.0,5087532.0,Plusieurs signaux financiers justifient une analyse approfondie.,IND
Client 239,Optimisation du BFR,Haute,57.3581138539761,1949556.0,2703322.0,7037088.0,5087532.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,IND
Client 239,Optimisation du recouvrement clients,Haute,57.3581138539761,1949556.0,2703322.0,7037088.0,5087532.0,DSO élevé et créances clients importantes.,IND
Client 21,Diagnostic financier approfondi,Haute,108.07645816291593,2790746.0,3269565.0,3029400.0,238654.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 21,Optimisation du BFR,Haute,108.07645816291593,2790746.0,3269565.0,3029400.0,238654.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 21,Optimisation du recouvrement clients,Haute,108.07645816291593,2790746.0,3269565.0,3029400.0,238654.0,DSO élevé et créances clients importantes.,
Client 101,Optimisation de la structure financière,Moyenne,0.0,0.0,15213891.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 53,Optimisation du BFR,Haute,15.439395839218784,420000.0,17505536.0,420000.0,0.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,ASS
Client 196,Optimisation du BFR,Haute,76.48897058823529,570000.0,255113.0,570000.0,0.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SA
Client 150,Accompagnement au pilotage financier,Moyenne,58.33088323999973,-13436775.0,86339263.0,24032539.0,37469314.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 150,Optimisation du recouvrement clients,Haute,58.33088323999973,-13436775.0,86339263.0,24032539.0,37469314.0,DSO élevé et créances clients importantes.,
Client 164,Optimisation de la structure financière,Moyenne,-6.375609638017005,-7322603.0,67448654.0,-5325409.0,1997194.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 176,Optimisation de la structure financière,Moyenne,0.0,-9763314.0,13271238.0,0.0,9763314.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",SAS
Client 258,Optimisation de la structure financière,Moyenne,0.0,-2434300.0,26335281.0,0.0,2434300.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",IND
Client 190,Diagnostic financier approfondi,Haute,22.867103392077006,-2690009.0,-747853.0,2296148.0,4986157.0,Plusieurs signaux financiers justifient une analyse approfondie.,DIV
Client 190,Optimisation du recouvrement clients,Haute,22.867103392077006,-2690009.0,-747853.0,2296148.0,4986157.0,DSO élevé et créances clients importantes.,DIV
Client 161,Optimisation du BFR,Haute,10.653931055086222,415707.0,7364371.0,513528.0,97821.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SARL
Client 219,Diagnostic financier approfondi,Haute,23.424706118111295,897458.0,1171531.0,1611841.0,714383.0,Plusieurs signaux financiers justifient une analyse approfondie.,SCI
Client 219,Optimisation du BFR,Haute,23.424706118111295,897458.0,1171531.0,1611841.0,714383.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SCI
Client 219,Optimisation du recouvrement clients,Haute,23.424706118111295,897458.0,1171531.0,1611841.0,714383.0,DSO élevé et créances clients importantes.,SCI
Client 218,Accompagnement au pilotage financier,Moyenne,54.64753362211595,5095556.0,-1718783.0,9386567.0,4291011.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,SARL
Client 218,Diagnostic financier approfondi,Haute,54.64753362211595,5095556.0,-1718783.0,9386567.0,4291011.0,Plusieurs signaux financiers justifient une analyse approfondie.,SARL
Client 218,Optimisation du BFR,Haute,54.64753362211595,5095556.0,-1718783.0,9386567.0,4291011.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SARL
Client 218,Optimisation du recouvrement clients,Haute,54.64753362211595,5095556.0,-1718783.0,9386567.0,4291011.0,DSO élevé et créances clients importantes.,SARL
Client 218,Pilotage de la trésorerie,Haute,54.64753362211595,5095556.0,-1718783.0,9386567.0,4291011.0,Trésorerie faible avec un besoin en fonds de roulement positif.,SARL
Client 305,Optimisation de la structure financière,Moyenne,0.0,-27081993.0,106167675.0,0.0,27081993.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",SCV
Client 198,Optimisation de la structure financière,Moyenne,0.0,-1129905.0,16121424.0,0.0,1129905.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",DIV
Client 100,Accompagnement au pilotage financier,Moyenne,4.399517732448587,1173681.0,1500318.0,599760.0,-573921.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 100,Optimisation du BFR,Haute,4.399517732448587,1173681.0,1500318.0,599760.0,-573921.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 91,Accompagnement au pilotage financier,Moyenne,64.19996539613604,29008180.0,33522820.0,32193483.0,3185303.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,SAS
Client 91,Diagnostic financier approfondi,Haute,64.19996539613604,29008180.0,33522820.0,32193483.0,3185303.0,Plusieurs signaux financiers justifient une analyse approfondie.,SAS
Client 91,Optimisation du BFR,Haute,64.19996539613604,29008180.0,33522820.0,32193483.0,3185303.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SAS
Client 91,Optimisation du recouvrement clients,Haute,64.19996539613604,29008180.0,33522820.0,32193483.0,3185303.0,DSO élevé et créances clients importantes.,SAS
Client 140,Diagnostic financier approfondi,Haute,22.95391909340929,796788.0,366527.0,1155687.0,358899.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 140,Optimisation du BFR,Haute,22.95391909340929,796788.0,366527.0,1155687.0,358899.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 140,Optimisation du recouvrement clients,Haute,22.95391909340929,796788.0,366527.0,1155687.0,358899.0,DSO élevé et créances clients importantes.,
Client 206,Diagnostic financier approfondi,Haute,46.730476352136996,1138440.0,5661384.0,1679707.0,541267.0,Plusieurs signaux financiers justifient une analyse approfondie.,IND
Client 206,Optimisation du BFR,Haute,46.730476352136996,1138440.0,5661384.0,1679707.0,541267.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,IND
Client 206,Optimisation du recouvrement clients,Haute,46.730476352136996,1138440.0,5661384.0,1679707.0,541267.0,DSO élevé et créances clients importantes.,IND
Client 74,Optimisation de la structure financière,Moyenne,0.0,0.0,7456537.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 175,Optimisation de la structure financière,Moyenne,-5.077511676805996,-458652.0,6041278.0,-658177.0,-199525.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",IND
Client 89,Accompagnement au pilotage financier,Moyenne,61.484052510027645,29260299.0,31975414.0,59631616.0,30371317.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 89,Diagnostic financier approfondi,Haute,61.484052510027645,29260299.0,31975414.0,59631616.0,30371317.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 89,Optimisation du BFR,Haute,61.484052510027645,29260299.0,31975414.0,59631616.0,30371317.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 89,Optimisation du recouvrement clients,Haute,61.484052510027645,29260299.0,31975414.0,59631616.0,30371317.0,DSO élevé et créances clients importantes.,
Client 183,Accompagnement au pilotage financier,Moyenne,507.3136149083396,45879254.0,21887588.0,59702373.0,13823119.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 183,Diagnostic financier approfondi,Haute,507.3136149083396,45879254.0,21887588.0,59702373.0,13823119.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 183,Optimisation du BFR,Haute,507.3136149083396,45879254.0,21887588.0,59702373.0,13823119.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 183,Optimisation du recouvrement clients,Haute,507.3136149083396,45879254.0,21887588.0,59702373.0,13823119.0,DSO élevé et créances clients importantes.,
Client 117,Diagnostic financier approfondi,Haute,998.0885410392383,10574465.0,2316238.0,10010355.0,-564110.0,Plusieurs signaux financiers justifient une analyse approfondie.,
Client 117,Optimisation du BFR,Haute,998.0885410392383,10574465.0,2316238.0,10010355.0,-564110.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 117,Optimisation du recouvrement clients,Haute,998.0885410392383,10574465.0,2316238.0,10010355.0,-564110.0,DSO élevé et créances clients importantes.,
Client 49,Optimisation de la structure financière,Moyenne,0.0,0.0,5203799.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 70,Optimisation de la structure financière,Moyenne,0.0,-291031.0,306933689.0,0.0,291031.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",EURL
Client 241,Optimisation de la structure financière,Moyenne,0.0,0.0,96092355.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",IND
Client 86,Optimisation de la structure financière,Moyenne,0.0,0.0,25396644.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 145,Pilotage de la trésorerie,Haute,36.49988593785644,43706.0,26388.0,128000.0,84294.0,Trésorerie faible avec un besoin en fonds de roulement positif.,
Client 226,Diagnostic financier approfondi,Haute,70.66192772897551,4032717.0,2402834.0,5279256.0,1246539.0,Plusieurs signaux financiers justifient une analyse approfondie.,SARL
Client 226,Optimisation du BFR,Haute,70.66192772897551,4032717.0,2402834.0,5279256.0,1246539.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,SARL
Client 226,Optimisation du recouvrement clients,Haute,70.66192772897551,4032717.0,2402834.0,5279256.0,1246539.0,DSO élevé et créances clients importantes.,SARL
Client 96,Accompagnement au pilotage financier,Moyenne,-0.2554598181580037,6073181.0,-6938434.0,-120416.0,-6193597.0,Activité importante nécessitant un suivi renforcé des indicateurs financiers.,
Client 96,Optimisation du BFR,Haute,-0.2554598181580037,6073181.0,-6938434.0,-120416.0,-6193597.0,BFR élevé avec des créances supérieures aux dettes fournisseurs.,
Client 96,Pilotage de la trésorerie,Haute,-0.2554598181580037,6073181.0,-6938434.0,-120416.0,-6193597.0,Trésorerie faible avec un besoin en fonds de roulement positif.,
Client 147,Pilotage de la trésorerie,Haute,-40.43398004686758,126330.0,-1060390.0,-379884.0,-506214.0,Trésorerie faible avec un besoin en fonds de roulement positif.,
Client 121,Optimisation de la structure financière,Moyenne,0.0,0.0,35685405.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
Client 41,Optimisation de la structure financière,Moyenne,0.0,0.0,5073116.0,0.0,0.0,"Trésorerie élevée, faible délai de paiement des clients et besoin en fonds de roulement maîtrisé.",
